MAPA ->,GCBA | Propiedades por categoría de uso,,,,,,,,,,,,,,,,
,,Ubicación,,,,,,Categoría de uso y dominio,,,,,,,,,
PROP_0342,Unidad comercial,Charcas 3647,📍maps,CABA,-34.588639,-58.416373,Charcas 3649,✅,,,✅,✅,✅,,"Índice GCBA, Relevamiento, Eduardo, Alquileres",Cedidos a terceros,U2
PROP_0343,Unidad comercial,Sin Altura,📍maps,CABA,,,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0344,INSTITUTO ESCUELA SAN ANDRES  A262,Conesa 618,📍maps,CABA,-34.575217,-58.446984,Conesa 620,,,,✅,✅,✅,✅,"Relevamiento, Eduardo, Alquileres, Entes dependientes",No AZB,U5
PROP_0345,Unidad comercial,Cordoba Av. 1661,📍maps,CABA,-34.599433,-58.390807,Cordoba Av. 1667,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0346,Unidad comercial,Cordoba Av. 1783,📍maps,CABA,-34.599534,-58.392575,Cordoba Av. 1785,✅,,,✅,,✅,,"Índice GCBA, Relevamiento, Alquileres",Comerciales,U2
PROP_0347,Unidad comercial,Cordoba Av. 1727,📍maps,CABA,-34.599498,-58.391898,Cordoba Av. 1729,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0348,Unidad comercial,Cordoba Av. 1733,📍maps,CABA,-34.599504,-58.39201,Cordoba Av. 1735,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0349,Unidad comercial,Cordoba Av. 1739,📍maps,CABA,-34.599512,-58.392151,Cordoba Av. 1749,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0350,Unidad comercial,Cordoba Av. 1751,📍maps,CABA,-34.599519,-58.392289,Cordoba Av. 1757,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0351,Unidad comercial,Cordoba Av. 1765,📍maps,CABA,-34.599526,-58.392429,Cordoba Av. 1771 | Cordoba Av. 1767 | Cordoba Av. 1769,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0352,Unidad comercial,Cordoba Av. 2561,📍maps,CABA,-34.598558,-58.403349,Cordoba Av. 2565,✅,,,✅,✅,✅,,"Índice GCBA, Relevamiento, Eduardo, Alquileres",Comerciales,U1
PROP_0353,Unidad comercial,"Cubas, Jose 3572",📍maps,CABA,-34.594056,-58.50897,"Cubas, Jose 3574",✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0354,Unidad comercial,Dean Funes 402,📍maps,CABA,-34.615171,-58.407183,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0355,Unidad comercial,"Alvarez, Donato, Tte. Gral. Av. 2034",📍maps,CABA,-34.604021,-58.464444,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0356,Unidad comercial,Ba - La Montonera,📍maps,CABA,,,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0357,Unidad comercial,Dorrego Av. 2896,📍maps,CABA,-34.574283,-58.431142,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0358,Unidad comercial,Dorrego Av. 2898,📍maps,CABA,-34.574305,-58.431211,,,,,✅,✅,,,"Eduardo, Alquileres",Parroquia y anexos,Sin relevar
PROP_0359,Unidad comercial,"Aranguren, Juan F., Dr. 2686",📍maps,CABA,-34.624246,-58.469003,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0360,Unidad comercial,"Aranguren, Juan F., Dr. 2690",📍maps,CABA,-34.624246,-58.469003,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0361,Unidad comercial,Fernandez 587,📍maps,CABA,-34.641901,-58.483535,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0362,Unidad comercial,Fernandez 598,📍maps,CABA,-34.641961,-58.483332,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0363,Unidad comercial,French 2442,📍maps,CABA,-34.590649,-58.399681,,,,,✅,✅,✅,,"Relevamiento, Eduardo, Alquileres",Instituciones diocesanas propias,U9
PROP_0364,Unidad comercial,Gutenberg 2887,📍maps,CABA,-34.59318,-58.495704,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0365,Unidad comercial,Homero 496,📍maps,CABA,-34.642834,-58.493866,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0366,Unidad comercial,Juncal 3051,📍maps,CABA,-34.586904,-58.407796,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0367,Unidad comercial,La Rioja 530,📍maps,CABA,-34.616822,-58.408148,,,,,✅,✅,,,"Eduardo, Alquileres","Comerciales, en Juicio",Sin relevar
PROP_0368,Unidad comercial,Lavalle 1564,📍maps,CABA,-34.603034,-58.388936,Lavalle 1566,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0369,Unidad comercial,Libertad 345,📍maps,CABA,-34.604505,-58.383636,Libertad 357 | Libertad 349 | Libertad 351 | Libertad 353,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0370,Unidad comercial,Loyola 901,📍maps,CABA,-34.592671,-58.438601,Loyola 915 | Thames 904 | Thames 906,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0371,Unidad comercial,Maipu 730,📍maps,CABA,-34.599592,-58.376858,Maipu 732 | Maipu 738 | Maipu 740 | Maipu 742,,,,✅,✅,,,"Eduardo, Alquileres",Comerciales,Sin relevar
PROP_0372,Unidad comercial,"Alvear, Marcelo T. De 764",📍maps,CABA,-34.59636,-58.377857,"Alvear, Marcelo T. De 770 | Alvear, Marcelo T. De 768",✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0373,Unidad comercial,Mexico 642,📍maps,CABA,-34.614989,-58.375259,Mexico 644,,,,✅,✅,✅,,"Relevamiento, Eduardo, Alquileres","Comerciales, en Juicio",U5
PROP_0374,Unidad comercial,Molina 1795,📍maps,CABA,-34.658163,-58.517657,Molina 1799,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0375,Unidad comercial,Montevideo 846,📍maps,CABA,-34.599017,-58.38974,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0376,Unidad comercial,Montevideo 894,📍maps,CABA,-34.598618,-58.389763,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0377,Unidad comercial,Moreno 451,📍maps,CABA,-34.611319,-58.372776,Moreno 461 | Moreno 455 | Moreno 457,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0378,Santuario San Pantaleón,Yrupe 6884,📍maps,CABA,-34.668617,-58.498665,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U2
PROP_0379,Propiedad dependiente de la PARROQUIA SAN JUAN DIEGO CUAUHTLATOATZIN,Escalada Av. 2921,📍maps,CABA,-34.664896,-58.469917,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0380,Colegio Instituto Las Nieves,"Leguizamon, Martiniano 654",📍maps,CABA,-34.645447,-58.517929,"Leguizamon, Martiniano 664 | Leguizamon, Martiniano 672 | Leguizamon, Martiniano 656 | Leguizamon, Martiniano 674",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Escuela,U2
PROP_0381,Parroquia Nuestra Señora de Las Nieves,Palmar 6637,📍maps,CABA,-34.643418,-58.519774,Palmar 6639,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0382,Parroquia San Cosme y San Damián,Pizarro 7457,📍maps,CABA,-34.658342,-58.517681,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0383,CENTRO DE COMUNICACION DE NUESTRA SEÑORA DE LUJAN,Moliere 1692,📍maps,CABA,-34.624514,-58.515623,Arregui 5502,✅,,,,✅,,✅,"Índice GCBA, Eduardo, Entes dependientes",Parroquia y anexos,U1-U3/Sin relevar
PROP_0384,Colegio Parroquial Santa Ana y San Joaquín,Tinogasta 3134,📍maps,CABA,-34.600132,-58.494929,,✅,,,,✅,,,"Índice GCBA, Eduardo","Parroquia y anexos, Escuela",U1-U3/Sin relevar
PROP_0385,Propiedad dependendiente de la Parroquia Nuestra Señora de Fátima (Belgrano),Roosevelt Franklin D. 2050,📍maps,CABA,-34.555516,-58.457439,Roosevelt Franklin D. 2056,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0386,Cerca capilla Jesús Salvador y Barrio Lugano 1 y 2. ,De La Cruz y Larrazabal,📍maps,CABA,-34.679937,-58.467002,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0387,Propiedad dependiente de la  Parroquia Virgen de los Milagros de Caacupé Barracas,Rio Cuarto 3335,📍maps,CABA,-34.652697,-58.394385,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0388,Propiedad dependiente de Parroquia Santa Clara de Asís,Castillo 650,📍maps,CABA,-34.594023,-58.435684,Castillo 654,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0389,Propiedad dependiente de la Parroquia Buen Consejo.,"Hugo, Victor 1658",📍maps,CABA,-34.624811,-58.517424,"Hugo, Victor 1660",✅,,,,✅,,,"Índice GCBA, Eduardo",Instituciones diocesanas propias,U1-U3/Sin relevar
PROP_0390,INSTITUTO PATROCINIO DE SAN JOSE,Conesa 1830,📍maps,CABA,-34.567736,-58.460334,Conesa 1852 | Conesa 1856 | Conesa 1846 | Conesa 1840,✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Eduardo, Entes dependientes",Escuela,U7
PROP_0391,Colegio Instituto Patrocinio de San José,La Pampa 3023,📍maps,CABA,-34.568286,-58.460218,,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0392,Instituto Hijas de Jesús,Olazabal Av. 3849,📍maps,CABA,-34.569101,-58.473366,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0393,Edificio Cabildo y Gral Paz,Cabildo Av. 4970,📍maps,CABA,-34.539552,-58.475523,"Cabildo Av. 5000 | Paz, Gral. Av. 1106 | Paz, Gral. Av. 1126",✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0394,,Olazabal Av. 3883,📍maps,CABA,-34.569241,-58.473596,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0395,Capilla Sagrados Corazones dependiente de Parroquia Jesús Salvador,Hudson 4689,📍maps,CABA,-34.683461,-58.47306,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0396,Colegio Instituto Parroquial Nuestra Señora de la Unidad,Navarro 2517,📍maps,CABA,-34.591588,-58.490715,Navarro 2523 | Navarro 2521,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0397,Parroquia Nuestra Señora de Las Nieves,Palmar 6645,📍maps,CABA,-34.643423,-58.51989,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0398,Agregar descripción,Avellaneda Av. 2667,📍maps,CABA,-34.625288,-58.468394,Avellaneda Av. 2687,✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U1
PROP_0399,Cerca de Parroquia Nuestra Señora de la Esperanza (Puerto Madero),Ezcurra y Lanteri,📍maps,CABA,-34.616017,-58.360297,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0400,Instituto Ceferino Namuncurá,Juramento 4859,📍maps,CABA,-34.576039,-58.480211,Juramento 4861,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0401,Propiedad dependiente de la Parroquia Patrocinio de San José,Junin 632,📍maps,CABA,-34.60175,-58.397103,Junin 636 | Junin 634,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0402,Propiedad dependiente de Caritas Bs. As.,Guarani 240,📍maps,CABA,-34.641858,-58.414378,Guarani 242 | Guarani 260 | Guarani 300 | Achala 3581 | Achala 3593 | Guarani 272 | Guarani 292,✅,,,,✅,,,"Índice GCBA, Eduardo",Cáritas,U1-U3/Sin relevar
PROP_0403,Propiedad dependiente de Cáritas Bs. As.,Argerich 3718,📍maps,CABA,-34.594103,-58.497199,,✅,,,,✅,,,"Índice GCBA, Eduardo",Cáritas,U1-U3/Sin relevar
PROP_0404,Instituto Nuestra Señora de las Nieves,"De La Torre, Lisandro 336",📍maps,CABA,-34.643044,-58.520689,"De La Torre, Lisandro 350 | De La Torre, Lisandro 340",✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0405,Cerca de Parroquia Guadalupe-Basilica Espiritu Santo de calle Mansilla.,Guatemala 4168,📍maps,CABA,-34.589519,-58.418685,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0406,Propiedad perteneciente a Asociación Civil Jesús Amigo ,La Facultad 1628,📍maps,CABA,-34.651137,-58.47388,,✅,,,,✅,,,"Índice GCBA, Eduardo",Cedidos a terceros,U1-U3/Sin relevar
PROP_0407,Esquina Parroquia San Pedro Apostol,Lascano y Desaguadero,📍maps,CABA,-34.619491,-58.507902,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0408,Colegio Instituto Las Nieves,Ibarrola 6628,📍maps,CABA,-34.641463,-58.519995,Ibarrola 6632,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0409,Propiedad dependiente de parroquia Virgen de Luján (Barracas),"Taborda, Diogenes 950",📍maps,CABA,-34.649684,-58.409976,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0410,Parroquia San Ambrosio,Elcano Av. 3265,📍maps,CABA,-34.573788,-58.459777,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U1
PROP_0411,Pertenece a la parroquia Todos los Santos y Carismas,Otero 129,📍maps,CABA,-34.593451,-58.451789,,✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U1
PROP_0412,CENTRO EDUCATIVO ARQUIDIOCESANO ESPIRITU SANTO,"Acuña De Figueroa, Francisco 1742",📍maps,CABA,-34.590952,-58.420423,"Alvarez, Julian 1801 | Alvarez, Julian 1813 | Acuña De Figueroa, Francisco 1754 | Alvarez, Julian 1809",✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Eduardo, Entes dependientes","Escuela, Cedidos a terceros",U1
PROP_0413,"Propiedad dependiente de COFRAGUA, Parroquia Ntra. Sra. De Guadalupe.","Alvarez, Julian 1987",📍maps,CABA,-34.58947,-58.419138,"Alvarez, Julian 1995 | Guatemala 4186",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U1
PROP_0414,Colegio Instituto San Roberto,Estado Plurinacional De Bolivia 736,📍maps,CABA,-34.622556,-58.46864,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Escuela,U6
PROP_0415,Propiedad dependiente de la Parroquia Virgen de los Milagros de Caacupe,El Tala 1474,📍maps,CABA,-34.647232,-58.466761,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0416,Colegio Instituto Las Nieves,Ibarrola 6634,📍maps,CABA,-34.64146,-58.520069,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Escuela,U1
PROP_0417,Sin dirección - buscar por parcela,Sin Nombre Oficial,📍maps,CABA,,,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0418,en el índice aparece como Maipú 370 pero según smp es 730,Maipu 370,📍maps,CABA,-34.603908,-58.376676,Maipu 372,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0419,Propiedad dependiente de la Parroquia San Antonio de Padua,Lavarden 234,📍maps,CABA,-34.639343,-58.401415,Lavarden 236,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0420,Propiedad dependiente de la Parroquia Resurrección del Señor,Dorrego Av. 1046,📍maps,CABA,-34.589257,-58.44626,Dorrego Av. 1048,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0421,Instituto San Judas Tadeo,Somellera y De Vedia,📍maps,CABA,-34.643789,-58.435794,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0422,Parroquia Santos Sabino y Bonifacio.,Fernandez 1468,📍maps,CABA,-34.648595,-58.472626,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0423,Propiedad dependiente de la Parroquia Niño Jesús,"Dellepiane, Luis, Tte. Gral. 5760",📍maps,CABA,-34.676196,-58.477527,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0424,Parroquia Nuestra Señora de Luján Portenño,Pergamino 926,📍maps,CABA,-34.642305,-58.469784,Pergamino 928,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0425,Propiedad dependiente de Parroquia Jesús Misericordioso,"Rivera, Pedro I., Dr. 4755",📍maps,CABA,-34.570056,-58.484022,"Rivera, Pedro I., Dr. 4779",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U1
PROP_0426,Propiedad destinada a la Parroquia Nuestra Señora de Caacupé,Aguero 725,📍maps,CABA,-34.601753,-58.41111,Aguero 727,✅,,,,✅,,,"Índice GCBA, Eduardo","Parroquia y anexos, a definir",U1-U3/Sin relevar
PROP_0427,Propiedad dependiente de Cáritas Bs. As.,"Quinquela Martin, Benito 1267",📍maps,CABA,-34.6428,-58.368256,"Quinquela Martin, Benito 1271 | Quinquela Martin, Benito 1269",✅,,,,✅,,,"Índice GCBA, Eduardo",Cáritas,U1-U3/Sin relevar
PROP_0428,Colegio Instituto Las Nieves,"Bosch, Ventura 6651",📍maps,CABA,-34.642527,-58.520002,"Bosch, Ventura 6655 | Bosch, Ventura 6659",✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0429,Propiedad dependendiente de la Parroquia San Ramón Nonato,"Carranza, Carlos 4862",📍maps,CABA,-34.625921,-58.502717,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0430,Sin dirección - buscar por parcela,Mariano Acosta y Sin Nombre Oficial,📍maps,CABA,-34.655727,-58.454696,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0431,Caritas Parroquial de Nuestra Señora de la Paz,Azul 59,📍maps,CABA,-34.633163,-58.475333,Azul 61,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0432,Cerca Parroquia Virgen Inmaculada (Soldati),Mariano Acosta y Castañares,📍maps,CABA,-34.653928,-58.456996,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0433,Parroquia Santa Clara,Zuviria 2680,📍maps,CABA,-34.642998,-58.455975,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0434,Casa Belgrano R,Olazabal Av. 3835,📍maps,CABA,-34.569043,-58.47327,Olazabal Av. 3837,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0435,Colegio Instituto Las Nieves,"Bosch, Ventura 6661",📍maps,CABA,-34.64254,-58.52019,"Bosch, Ventura 6663",✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0436,Instituto Cristo Maestro. Centro Educativo Juan Pablo II,"Korn, Alejandro, Dr. 4243",📍maps,CABA,-34.61981,-58.495306,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0437,Propiedad dependiente de la Comisión Arquidiocesana de Minoridad para la Pastoral de niñez y adolescencia en riesgo,Republica Bolivariana De Venezuela 1232,📍maps,CABA,-34.614454,-58.383628,,✅,,,,✅,,,"Índice GCBA, Eduardo",Instituciones diocesanas propias,U1-U3/Sin relevar
PROP_0438,Nuestra Señora del Rosario del Milagro Piedra Buena (Cerca Nuestra Señora de la Paz),Crisostomo Alvarez y Montiel,📍maps,CABA,-34.677286,-58.492317,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0439,Propiedad dependiente del Arzobispado,"Yrigoyen, Hipolito 672",📍maps,CABA,-34.609296,-58.375882,"Yrigoyen, Hipolito 678",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Comerciales,U5
PROP_0440,Propiedad dependiente de parroquia Nuestra Señora de Itati,"Acuña De Figueroa, Francisco 220",📍maps,CABA,-34.608246,-58.423059,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0441,INSTITUTO BETANIA,"Acuña De Figueroa, Francisco 855",📍maps,CABA,-34.601033,-58.422238,"Acuña De Figueroa, Francisco 849",✅,,,,✅,,✅,"Índice GCBA, Eduardo, Entes dependientes",a definir,U1-U3/Sin relevar
PROP_0442,Parroquia Sacratísimo Corazón,Moliere 932,📍maps,CABA,-34.630478,-58.507532,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0443,frente a Pquia Cristo maestro,"Korn, Alejandro, Dr. 4281",📍maps,CABA,-34.620031,-58.495573,"Korn, Alejandro, Dr. 4285 | Gualeguaychu 1669 | Gualeguaychu 1671",✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0444,Colegio Instituto Cristo Maestro,Gualeguaychu 1661,📍maps,CABA,-34.620153,-58.495823,"Korn, Alejandro, Dr. 4287",✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0445,INSTITUTO CRISTO MAESTRO,"Korn, Alejandro, Dr. 4251",📍maps,CABA,-34.619866,-58.495373,,✅,,,,,,✅,"Índice GCBA, Entes dependientes",a definir,U1-U3/Sin relevar
PROP_0446,Colegio Parroquial San Isidro Labrador,San Isidro Labrador Av. 4700,📍maps,CABA,-34.541958,-58.474586,Deheza 2528,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0447,Cerca de Parroquia San Saturnino y San Judas Tadeo ,Somellera 1798,📍maps,CABA,-34.644115,-58.437057,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0448,Parroquia Nuestra Señora de la Misericordia,Larrazabal 2437,📍maps,CABA,-34.662038,-58.490575,Larrazabal 2441,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U1
PROP_0449,INSTITUTO INCORPORADO NUESTRA SEÑORA DEL PILAR  A 452,"Lopez, Vicente 1993",📍maps,CABA,-34.589291,-58.39284,"Lopez, Vicente 1969 | Lopez, Vicente 1985 | Lopez, Vicente 1963 | Lopez, Vicente 1979 | Lopez, Vicente 1981 | Lopez, Vicente 1999",✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Eduardo, Entes dependientes",Escuela,U5
PROP_0450,Parroquia Cristo Maestro pta atrás? no es misma parcela que calle Mercedes,"Korn, Alejandro, Dr. 4218",📍maps,CABA,-34.619738,-58.495113,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0451,Propiedad dependiente de Cáritas Bs. As.,Fernandez 253,📍maps,CABA,-34.638204,-58.485443,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Cáritas,U1
PROP_0452,,Allende 2840,📍maps,CABA,-34.614369,-58.511981,,✅,,,,✅,,,"Índice GCBA, Eduardo","Parroquia y anexos, a definir",U1-U3/Sin relevar
PROP_0453,Colegio Instituto Las Nieves,"Bosch, Ventura 6647",📍maps,CABA,-34.64252,-58.519907,,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0454,Parroquia Nuestra Señora de Las Nieves,Palmar 6651,📍maps,CABA,-34.643428,-58.519986,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U2
PROP_0455,Propiedad dependiente de Cáritas Bs. As.,Melincue 5031,📍maps,CABA,-34.615717,-58.51517,,✅,,,,✅,,,"Índice GCBA, Eduardo",Cáritas,U1-U3/Sin relevar
PROP_0456,Parroquia Espíritu Santo,Pacheco 2041,📍maps,CABA,-34.5762,-58.481014,Pacheco 2043,✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U1
PROP_0457,Parroquia Nuestra Señora de Las Nieves.,"Bosch, Ventura 6686",📍maps,CABA,-34.642632,-58.520431,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0458,Parroquia San Cayetano (Belgrano) ,La Pampa 2788,📍maps,CABA,-34.566941,-58.457687,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U2
PROP_0459,Propiedad perteneciente a la Parroquia San Juan María Vianney,"Rivas, Gral. 2369",📍maps,CABA,-34.598882,-58.482605,"Rivas, Gral. 2371",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U2
PROP_0460,Colegio Instituto Las Nieves,"Bosch, Ventura 6638",📍maps,CABA,-34.642593,-58.519892,"Bosch, Ventura 6640",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Escuela,U1
PROP_0461,Colegio Parroquial San José de Flores,"Bonifacio, Jose 2445",📍maps,CABA,-34.632544,-58.461852,,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0462,Iglesia Catolica Santos Martires Coreanos,Thorne y Asamblea,📍maps,CABA,-34.637396,-58.447323,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0463,Colegio San Cayetano (Mama Antula),Cuzco 180,📍maps,CABA,-34.637497,-58.527985,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0464,Hogar San José dependiente de Regina Martyrum,"Moreno, Perito Av. 2482",📍maps,CABA,-34.651072,-58.444327,"Moreno, Perito Av. 2486",✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0465,Propiedad dependiente de la parroquia Inmaculada Virgen de Fátima,Cortina 2789,📍maps,CABA,-34.616436,-58.53031,Cortina 2791,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0466,Parroquia San Saturnino y San Judas Tadeo,Miraflores 2092,📍maps,CABA,-34.644228,-58.438773,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0467,Cerca Parroquia Santa Adela,"Dorrego Av. y Campos, Luis M. Av.",📍maps,CABA,-34.574354,-58.431758,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
